query,expected,adaptive_lexical_pred,adaptive_lexical_score,adaptive_lexical_correct,adaptive_lexical_specificity,adaptive_lexical_overlap,adaptive_semantic_pred,adaptive_semantic_score,adaptive_semantic_correct,adaptive_semantic_specificity,adaptive_semantic_overlap
"Tai nghe Bluetooth True Wireless Sony WF-1000XM5, chống ồn chủ động, Hi-Res Audio",Tai nghe,tai nghe bluetooth,0.3510170578956604,False,2.2512917986064953,3,tai nghe bluetooth,0.3510170578956604,False,2.2512917986064953,3
"Chuột không dây Silent Logitech M331, silent mouse siêu yên tĩnh cho văn phòng",Chuột máy tính,Chuột không dây,0.6909793019294739,False,2.833213344056216,3,Chuột không dây,0.6909793019294739,False,2.833213344056216,3
"Màn hình máy tính LG 27UP850N-W 27 inch 4K UHD IPS, màn đồ họa chuyên nghiệp",Màn hình máy tính,Màn hình máy tính,0.098444364964962,True,2.833213344056216,4,Màn hình máy tính,0.098444364964962,True,2.833213344056216,4
"Ổ cứng SSD Samsung 980 PRO 1TB PCIe Gen 4.0 NVMe M.2, tốc độ cực cao cho game thủ",Ổ cứng SSD,Ổ cứng SSD,0.0882747545838356,True,2.890371757896165,3,Ổ cứng SSD,0.0882747545838356,True,2.890371757896165,3
"Nồi cơm điện tử cao tần Cuckoo 1.8L CRP-JHR1060FD, nồi cơm tách đường",Nồi cơm điện,Nồi cơm điện tử,0.18084676563739777,False,2.890371757896165,4,Nồi cơm điện tử,0.18084676563739777,False,2.890371757896165,4
"Tủ lạnh Samsung Inverter 655L Side by Side RS62R5001M9/SV, có lấy nước ngoài",Tủ lạnh,Tủ lạnh,0.08645150810480118,True,1.0986122886681098,2,Tủ lạnh,0.08645150810480118,True,1.0986122886681098,2
Máy giặt Electrolux UltimateCare 500 Inverter 10 kg cửa trước EWF1024BDWA,Máy giặt,Máy giặt,0.24499113857746124,True,1.2237754316221157,2,Máy giặt,0.24499113857746124,True,1.2237754316221157,2
"Thỏi son kem lì 3CE Velvet Lip Tint màu #Taupe, son 3ce auth đỏ nâu đất siêu hot",Son môi,3CE,0.662208616733551,False,2.995732273553991,1,3CE,0.6622111797332764,False,2.995732273553991,1
"Kem chống nắng La Roche-Posay Anthelios UVMUNE 400 Oil Control Gel-Cream 50ml, kcn cho da dầu",Kem chống nắng,Kem chống nắng,0.3612205982208252,True,2.890371757896165,3,Kem chống nắng,0.3612205982208252,True,2.890371757896165,3
"Giày sneaker Nike Air Force 1 '07 LV8 auth full box, giày af1 trắng real",Giày sneaker,Giày trắng,0.1253127157688141,False,2.9444389791664407,2,Giày trắng,0.1253114640712738,False,2.9444389791664407,2
"Sách self-help 'Đắc Nhân Tâm' - Dale Carnegie, sách kỹ năng sống bán chạy nhất",Sách,Sách self-help,0.6518729329109192,False,2.890371757896165,3,Sách self-help,0.6518729329109192,False,2.890371757896165,3
"Vé xem phim bom tấn 'Godzilla x Kong' tại cụm rạp CGV, vé 2D cuối tuần",Vé xem phim,Vé xem phim,0.14876143634319305,True,1.6739764335716716,3,Vé xem phim,0.14876143634319305,True,1.6739764335716716,3
"Viên uống dầu cá Blackmores Omega Daily Concentrated Fish Oil 90v, TPCN bổ sung omega 3",Thực phẩm chức năng,Blackmores,0.23897019028663635,False,2.890371757896165,1,Blackmores,0.2389698326587677,False,2.890371757896165,1
"Cà phê hòa tan G7 3in1 Trung Nguyên (bịch 50 gói), cafe sữa ngon đậm vị",Cà phê,Cà phê,0.055240925401449203,True,1.0986122886681098,2,Cà phê,0.055240925401449203,True,1.0986122886681098,2
"Bánh quy socola kẹp kem Oreo vani double stuff, bánh oreo nhân đôi kem",Bánh quy,Bánh quy,0.1654636412858963,True,2.1400661634962708,2,Bánh quy,0.1654636412858963,True,2.1400661634962708,2
"Sữa tắm Lifebuoy Bảo vệ Vượt trội 10 chai 850g, sữa tắm sạch khuẩn cho cả gia đình",Sữa tắm,Sữa tắm,0.13235566020011902,True,1.7346010553881064,2,Sữa tắm,0.13235566020011902,True,1.7346010553881064,2
"Khăn mặt cotton 100% Muji face towel mềm mịn, thấm hút tốt, size 34x85cm",Khăn mặt,Khăn mặt,0.3137034475803375,True,2.1400661634962708,2,Khăn mặt,0.3137034475803375,True,2.1400661634962708,2
"Gạo ST25 Ông Cua chính hiệu, túi 5kg, gạo ngon nhất thế giới",Gạo,Gạo,0.12158568203449249,True,0.8873031950009028,1,Gạo,0.12158568203449249,True,0.8873031950009028,1
"Vỉ 10 trứng gà ta so Dabaco, trứng gà tươi sạch, Dabaco",Trứng gà,Dabaco,0.9043087363243103,False,2.772588722239781,1,Dabaco,0.9043079018592834,False,2.772588722239781,1
"Nước hoa nam Dior Sauvage Elixir 60ml, nồng độ Extrait de Parfum, lưu hương cực lâu",Nước hoa,Nước hoa nam,0.36225882172584534,False,2.833213344056216,3,Nước hoa nam,0.36225882172584534,False,2.833213344056216,3
"Kính mát Ray-Ban Aviator Classic G-15, gọng vàng, tròng xanh rêu, kính râm phi công",Kính râm,Ray-Ban,0.15524625778198242,False,2.772588722239781,2,Ray-Ban,0.15524625778198242,False,2.772588722239781,2
"Đồng hồ Casio G-Shock GA-2100-1A1DR 'CasiOak', đồng hồ nam thể thao, chống sốc, chống nước 200M",Đồng hồ,Đồng hồ,0.23305268585681915,True,0.3746934494414107,2,Đồng hồ,0.23305268585681915,True,0.3746934494414107,2
"Vali kéo du lịch Ricardo size 20 inch (xách tay), vỏ nhựa PC, bánh xe xoay 360",Vali,Vali kéo,0.5599278807640076,False,2.833213344056216,2,Vali kéo,0.5599278807640076,False,2.833213344056216,2
"Máy ảnh Mirrorless Sony Alpha a7 IV (chỉ body), full-frame 33MP, quay video 4K",Máy ảnh,Máy ảnh mirrorless,0.14497415721416473,False,2.772588722239781,3,Máy ảnh mirrorless,0.14497415721416473,False,2.772588722239781,3
"Hộp 10 bút bi Thiên Long TL-027 0.5mm màu xanh, bút bi quốc dân siêu bền",Bút bi,Bút bi,0.13781267404556274,True,2.833213344056216,2,Bút bi,0.13780860602855682,True,2.833213344056216,2
"Ghế xoay văn phòng Hòa Phát GL327, ghế lưới công thái học, ngả lưng, có tựa đầu",Ghế văn phòng,Ghế xoay,0.15294045209884644,False,2.772588722239781,2,Ghế xoay,0.15294045209884644,False,2.772588722239781,2
"Smart Tivi Samsung 4K Crystal UHD 65 inch UA65AU8000, TV thông minh, viền mỏng",Tivi,Smart Tivi,0.3795187473297119,False,2.833213344056216,2,Smart Tivi,0.3795187473297119,False,2.833213344056216,2
"Dàn loa thanh soundbar Sony HT-S400 2.1ch, công suất 330W, có loa sub không dây",Loa soundbar,Loa thanh,0.16787655651569366,False,2.772588722239781,2,Loa thanh,0.16787365078926086,False,2.772588722239781,2
"Máy hút bụi cầm tay không dây Dyson V12 Detect Slim Total Clean, lực hút mạnh, có laser",Máy hút bụi,Máy hút bụi cầm tay,0.370821088552475,False,2.70805020110221,5,Máy hút bụi cầm tay,0.370821088552475,False,2.70805020110221,5
"SRM Cetaphil Gentle Skin Cleanser 500ml, sữa rửa mặt dịu nhẹ cho da nhạy cảm",Sữa rửa mặt,SRM,0.08560611307621002,False,2.772588722239781,1,SRM,0.08560611307621002,False,2.772588722239781,1
"Quần jean nam ống đứng (slim-fit) Levi's 511, chất jean co giãn, màu xanh đậm",Quần jean,Quần jean,0.3033433258533478,True,1.4469189829363254,2,Quần jean,0.3033433258533478,True,1.4469189829363254,2
"Váy đầm công sở NEM fashion dáng chữ A, tay lỡ, màu xanh navy, V6543",Váy đầm,Váy đầm,0.1815953403711319,True,2.833213344056216,2,Váy đầm,0.1815953403711319,True,2.833213344056216,2
"Thảm tập Yoga TPE 2 lớp 8mm, có vạch định tuyến, chống trơn trượt, kèm túi đựng",Thảm yoga,Yoga Mat,0.4028410315513611,False,2.70805020110221,1,Yoga Mat,0.402841717004776,False,2.70805020110221,1
"Bình giữ nhiệt Lock&Lock Metro Mug 600ml LHC4282, inox 316, giữ nhiệt nóng lạnh",Bình giữ nhiệt,Bình giữ nhiệt,0.42191508412361145,True,2.0149030205422647,3,Bình giữ nhiệt,0.42191508412361145,True,2.0149030205422647,3
"Hộp 100g Yến sào tinh chế Thượng Vy Yến, tổ yến sạch lông, nguyên chất",Yến sào,Yến sào,0.21328578889369965,True,2.0149030205422647,2,Yến sào,0.2132832258939743,True,2.0149030205422647,2
"Chai rượu vang đỏ Chile Montes Alpha Cabernet Sauvignon, 750ml, nồng độ 14.5%",Rượu vang,Vang Chile,0.1997276246547699,False,2.772588722239781,2,Vang Chile,0.19972684979438782,False,2.772588722239781,2
"Dầu ăn thượng hạng Neptune Gold 1L, sự kết hợp của 3 loại dầu tự nhiên",Dầu ăn,Dầu ăn,0.10667575895786285,True,2.1400661634962708,2,Dầu ăn,0.10667575895786285,True,2.1400661634962708,2
"Thuốc ho Prospan dạng siro chiết xuất lá thường xuân, chai 100ml, dùng cho trẻ em và người lớn",Thuốc ho,Thuốc ho,0.22853846848011017,True,2.70805020110221,2,Thuốc ho,0.22853846848011017,True,2.70805020110221,2
"Hộp bánh trung thu Kinh Đô Trăng Vàng Hồng Ngọc An Phú (4 bánh x 160g), bánh nướng",Bánh trung thu,Bánh nướng,0.28415989875793457,False,2.70805020110221,2,Bánh nướng,0.284160315990448,False,2.70805020110221,2
"Kem que Celano Socola Phủ Hạt, lốc 5 que, kem Merino",Kem,Kem que,0.43958261609077454,False,2.833213344056216,2,Kem que,0.43958261609077454,False,2.833213344056216,2
"USB 3.2 Kingston 128GB DataTraveler Exodia, USB lưu trữ dữ liệu",USB,USB,0.06487680971622467,True,1.6094379124341003,1,USB,0.06487680971622467,True,1.6094379124341003,1
"Sạc dự phòng Anker PowerCore Essential 20000 PD, pin sạc dự phòng 20W, sạc nhanh",Pin dự phòng,Sạc nhanh PD,0.25924959778785706,False,2.70805020110221,3,Sạc nhanh PD,0.25925177335739136,False,2.70805020110221,3
"Lốc 6 lon nước tăng lực Red Bull 250ml, redbull bò cụng",Nước tăng lực,Red Bull,0.39472144842147827,False,2.70805020110221,2,Red Bull,0.3947219252586365,False,2.70805020110221,2
"Hộp 10 bao cao su Durex Invisible, loại siêu mỏng, bcs, BCS",Bao cao su,Durex,0.3225449323654175,False,2.639057329615259,1,Durex,0.32254284620285034,False,2.639057329615259,1
"Hộp 50 khẩu trang y tế 4 lớp kháng khuẩn N95, có nẹp mũi, lọc bụi mịn",Khẩu trang,N95,0.4913567006587982,False,2.70805020110221,1,N95,0.49135079979896545,False,2.70805020110221,1
"Áo mưa bộ GIVI RRS07, chống thấm tuyệt đối, có phản quang, đồ đi phượt",Áo mưa,Áo mưa bộ,0.43899422883987427,False,2.70805020110221,3,Áo mưa bộ,0.43899422883987427,False,2.70805020110221,3
"Lăn khử mùi cho nam Nivea Men Cool Kick 50ml, lăn nách hương bạc hà mát lạnh",Lăn khử mùi,Lăn khử mùi,0.6808489561080933,True,2.0149030205422647,3,Lăn khử mùi,0.6808489561080933,True,2.0149030205422647,3
"Bếp từ đôi âm Kangaroo KG856i, mặt kính Ceramic, điều khiển cảm ứng, inverter",Bếp từ,Bếp từ đôi,0.1331671178340912,False,2.772588722239781,3,Bếp từ đôi,0.1331671178340912,False,2.772588722239781,3
"Máy lọc nước RO Kangaroo KG10A4 VTU 10 lõi, có vòi nóng lạnh, máy lọc nước gia đình",Máy lọc nước,Máy lọc nước RO,0.20100468397140503,False,2.70805020110221,4,Máy lọc nước RO,0.20100468397140503,False,2.70805020110221,4
"Đèn bàn học sinh LED chống cận Rạng Đông RD-RL-36.LED, ánh sáng vàng/trắng",Đèn bàn,Đèn bàn,0.21269221603870392,True,2.772588722239781,2,Đèn bàn,0.21269221603870392,True,2.772588722239781,2
"Xe đạp địa hình MTB Giant Talon 2 29 inch, khung nhôm, phanh đĩa dầu",Xe đạp,Xe đạp,0.09652391076087952,True,0.6286086594223742,2,Xe đạp,0.09652391076087952,True,0.6286086594223742,2
"Túi 200g Khô heo cháy tỏi nhà làm, đồ ăn vặt, đặc sản, mồi nhậu bén",Heo khô,Heo khô,0.2372824251651764,True,1.9459101490553135,2,Heo khô,0.23727843165397644,True,1.9459101490553135,2
"Ly trà sữa trân châu đường đen The Alley size M, tcdd, đồ uống hot trend",Trà sữa,Trân châu đường đen,0.8078046441078186,False,2.772588722239781,4,Trân châu đường đen,0.8078079223632812,False,2.772588722239781,4
"Combo 10 đôi vớ nam cổ ngắn, chất cotton, kháng khuẩn, khử mùi, co giãn",Tất,Vớ,0.13965238630771637,False,1.6739764335716716,1,Vớ,0.13965629041194916,False,1.6739764335716716,1
"Cáp sạc nhanh Baseus Type-C to Lightning 20W, dây dù siêu bền, cho iPhone/iPad",Cáp sạc,Cáp sạc,0.13550511002540588,True,1.0986122886681098,2,Cáp sạc,0.13550511002540588,True,1.0986122886681098,2
"Túi ngủ văn phòng Naturehike LW180, siêu nhẹ, giữ ấm, dùng cho dã ngoại, cắm trại",Túi ngủ,Túi ngủ,0.48373106122016907,True,2.70805020110221,2,Túi ngủ,0.48373106122016907,True,2.70805020110221,2
"Khay 500g Ba chỉ bò Mỹ (short plate) thái lát mỏng, thịt bò nhập khẩu đông lạnh, cho món lẩu, nướng",Thịt bò,Ba chỉ bò Mỹ,0.7340947985649109,False,2.772588722239781,4,Ba chỉ bò Mỹ,0.7340943813323975,False,2.772588722239781,4
"Hạt nêm Knorr Nấm Hương Organic 380g, gia vị chay, bột nêm từ nấm",Hạt nêm,Hạt nêm,0.25279921293258667,True,1.6739764335716716,2,Hạt nêm,0.25279921293258667,True,1.6739764335716716,2
Lốc 4 hộp Sữa chua uống men sống Vinamilk Probi hương dâu 130ml,Sữa chua uống,Sữa chua men sống,0.6261900067329407,False,2.70805020110221,4,Sữa chua men sống,0.6261983513832092,False,2.70805020110221,4
"Giấy dán tường 3D giả gạch khổ 70x77cm, xốp dán tường chống ẩm, decor phòng",Giấy dán tường,Giấy dán tường,0.41658684611320496,True,2.70805020110221,3,Giấy dán tường,0.41658684611320496,True,2.70805020110221,3
"Máy xay sinh tố đa năng Philips 5000 Series HR2223/00, cối thủy tinh 2L, 5 tốc độ",Máy xay sinh tố,Máy xay sinh tố,0.2558506429195404,True,2.639057329615259,4,Máy xay sinh tố,0.2558506429195404,True,2.639057329615259,4
"Kệ sách gỗ 5 tầng, kệ đa năng lắp ghép, kệ trang trí phòng khách, màu gỗ sồi",Kệ sách,Kệ sách,0.0956696942448616,True,2.772588722239781,2,Kệ sách,0.0956696942448616,True,2.772588722239781,2
"Bịch bỉm người lớn Caryn tã dán size M/L 20 miếng, siêu thấm, chống trào",Bỉm người lớn,Caryn,0.6688021421432495,False,2.639057329615259,1,Caryn,0.6688006520271301,False,2.639057329615259,1
"Voucher buffet lẩu băng chuyền Kichi-Kichi trị giá 500,000 VNĐ, áp dụng toàn hệ thống",Voucher ăn uống,Kichi-Kichi,0.7073885202407837,False,2.70805020110221,1,Kichi-Kichi,0.7073954939842224,False,2.70805020110221,1
"Hộp 16 miếng phô mai lát hữu cơ Organic Valley Mild Cheddar, phomai lát làm sandwich",Phô mai,Phô mai lát,0.4403291642665863,False,2.772588722239781,3,Phô mai lát,0.4403277635574341,False,2.772588722239781,3
"Dép sục Crocs Classic Clog màu trắng, dép nhựa siêu nhẹ, chống trơn trượt",Dép,Dép,0.2774093449115753,True,0.7621400520468967,1,Dép,0.2774093449115753,True,0.7621400520468967,1
"Nến thơm Bath & Body Works mùi Japanese Cherry Blossom, 3 bấc, hũ lớn 411g",Nến thơm,Nến thơm,0.4946281611919403,True,2.639057329615259,2,Nến thơm,0.4946281611919403,True,2.639057329615259,2
"Mặt nạ đất sét Kiehl's Rare Earth Deep Pore Cleansing Masque 125ml, mặt nạ se khít lỗ chân lông",Mặt nạ,Mặt nạ đất sét,0.42328688502311707,False,2.70805020110221,4,Mặt nạ đất sét,0.42328688502311707,False,2.70805020110221,4
Nước tẩy trang L'Oréal Revitalift Hyaluronic Acid Hydrating Micellar Water 400ml,Nước tẩy trang,Nước tẩy trang,0.4014865756034851,True,2.639057329615259,3,Nước tẩy trang,0.4014865756034851,True,2.639057329615259,3
"Chì kẻ mày 2 đầu Innisfree Auto Eyebrow Pencil màu #3 Nâu Xám, chì kẻ mày phẩy sợi",Chì kẻ mày,Chì kẻ mày,0.4779241979122162,True,2.70805020110221,3,Chì kẻ mày,0.4779241979122162,True,2.70805020110221,3
"Bộ dao cạo râu Gillette Fusion5 Power và 4 đầu lưỡi thay thế, dao cạo 5 lưỡi",Dao cạo râu,Gillette,0.18989630043506622,False,2.70805020110221,1,Gillette,0.1898973286151886,False,2.70805020110221,1
"Bao tay lái xe máy GIVI STF01S, găng tay cụt ngón, bảo vệ gù, thoáng khí",Găng tay,Găng tay xe máy,0.18004782497882843,False,2.70805020110221,4,Găng tay xe máy,0.18004809319972992,False,2.70805020110221,4
"Thẻ nhớ SanDisk Ultra microSDXC 256GB Class 10, tốc độ đọc 150MB/s, A1 U1",Thẻ nhớ,Thẻ nhớ,0.17069894075393677,True,1.0986122886681098,2,Thẻ nhớ,0.17069894075393677,True,1.0986122886681098,2
"Loa Bluetooth di động JBL Flip 6, chống nước IP67, công suất 30W, pin 12h",Loa di động,JBL,0.10729515552520752,False,2.0794415416798357,1,JBL,0.10729554295539856,False,2.0794415416798357,1
"Toner Thayers Witch Hazel Facial Toner không cồn, hương hoa hồng, 355ml, nước hoa hồng làm dịu da",Toner,Toner,0.2871089577674866,True,1.3217558399823195,1,Toner,0.2871089577674866,True,1.3217558399823195,1
"Đai nịt bụng Latex Ann Chery 2021, gen bụng định hình eo, 25 xương thép",Đai nịt bụng,Đai nịt bụng,0.8304937481880188,True,2.70805020110221,3,Đai nịt bụng,0.8304937481880188,True,2.70805020110221,3
"Thuốc nhỏ mắt V.Rohto Lycée Contact 8ml, dành cho người đeo kính áp tròng",Thuốc nhỏ mắt,Thuốc nhỏ mắt,0.647378146648407,True,1.9459101490553135,3,Thuốc nhỏ mắt,0.647378146648407,True,1.9459101490553135,3
"Sách tô màu người lớn Johanna Basford's Secret Garden, sách tô màu chống stress",Sách tô màu,Sách tô màu,0.4103570282459259,True,2.639057329615259,3,Sách tô màu,0.4103570282459259,True,2.639057329615259,3
"Vợt cầu lông Yonex Astrox 100ZZ Kurenai, vợt tấn công, hàng chính hãng",Vợt cầu lông,Vợt cầu lông,0.2975829541683197,True,2.639057329615259,3,Vợt cầu lông,0.2975829541683197,True,2.639057329615259,3
"Quả bóng rổ da Molten BG5000 size 7, bóng thi đấu chính thức của FIBA",Bóng rổ,Bóng rổ size 7,0.6917331218719482,False,2.70805020110221,4,Bóng rổ size 7,0.6917285919189453,False,2.70805020110221,4
"Gậy chụp ảnh selfie 3 chân Yunteng VCT-1688, tripod cho điện thoại và máy ảnh, có remote",Gậy selfie,Gậy selfie,0.2327944040298462,True,2.639057329615259,2,Gậy selfie,0.23279401659965515,True,2.639057329615259,2
"Nước yến sào Sanest cho trẻ em, hộp 6 lọ x 70ml, bổ sung Lysine, chất xơ",Nước yến,Nước yến,0.18801485002040863,True,2.639057329615259,2,Nước yến,0.18801485002040863,True,2.639057329615259,2
"Bột giặt OMO Matic cho máy giặt cửa trước, túi 5.5kg, xoáy bay vết bẩn cứng đầu",Bột giặt,Bột giặt,0.16736386716365814,True,1.6094379124341003,2,Bột giặt,0.16736386716365814,True,1.6094379124341003,2
"Mực in phun màu Canon CL-746, dùng cho máy in Canon PIXMA, hàng chính hãng",Mực in,Mực in phun,0.5343642830848694,False,2.70805020110221,3,Mực in phun,0.5343642830848694,False,2.70805020110221,3
"Set 3 cuộn túi đựng rác tự hủy sinh học An Lành, size trung, nhiều màu",Túi rác,Túi đựng rác,0.3287532925605774,False,2.639057329615259,3,Túi đựng rác,0.3287539780139923,False,2.639057329615259,3
"Thức ăn hạt cho mèo trưởng thành Royal Canin Fit 32 túi 2kg, hạt cho mèo kén ăn",Hạt cho mèo,Hạt cho mèo,0.6737849712371826,True,2.0149030205422647,3,Hạt cho mèo,0.673793375492096,True,2.0149030205422647,3
"Bát ăn cho chó bằng inox, có đế cao su chống trượt, size L",Bát ăn,Bát ăn,0.5506250858306885,True,1.9459101490553135,2,Bát ăn,0.5506250858306885,True,1.9459101490553135,2
"Lồng chim sắt sơn tĩnh điện, 2 ngăn, có khay vệ sinh, size 60x40x40cm",Lồng chim,Lồng chim,0.12004566192626953,True,2.639057329615259,2,Lồng chim,0.12004566192626953,True,2.639057329615259,2
"Bộ cần câu máy Shimano Cruzar 2m7 kèm máy và 100m dây, cần câu cá đa năng",Cần câu cá,Cần câu cá,0.3015211224555969,True,2.70805020110221,3,Cần câu cá,0.30152568221092224,True,2.70805020110221,3
"Vỉ 24 viên kẹo ngậm ho không đường Ricola Original Herb, thảo dược Thụy Sĩ",Kẹo ngậm ho,Kẹo ngậm thảo dược,0.47786134481430054,False,2.639057329615259,4,Kẹo ngậm thảo dược,0.47786208987236023,False,2.639057329615259,4
"Bàn là hơi nước cầm tay Philips 3000 Series STH3020/10, công suất 1000W, gấp gọn",Bàn là,Bàn là,0.12358774244785309,True,1.6094379124341003,2,Bàn là,0.12358774244785309,True,1.6094379124341003,2
"Đàn guitar acoustic Kapok LD-14, size 41, tặng kèm bao da, capo, pick",Đàn guitar,Đàn guitar,0.16026873886585236,True,1.540445040947149,2,Đàn guitar,0.16026873886585236,True,1.540445040947149,2
"Yến mạch cán dẹt nguyên chất Quaker Old Fashioned Oats, hộp 1kg, ngũ cốc ăn sáng",Yến mạch,Yến mạch,0.21413208544254303,True,1.6094379124341003,2,Yến mạch,0.21413208544254303,True,1.6094379124341003,2
"Dầu gió xanh Singapore Eagle Brand 24ml, dầu con ó, giảm đau nhức, cảm lạnh",Dầu gió,Dầu gió,0.12161891162395477,True,1.540445040947149,2,Dầu gió,0.12161891162395477,True,1.540445040947149,2
"Sạc laptop đa năng Huntkey 90W, nhiều đầu cắm cho Dell, HP, Asus, Acer, Lenovo",Sạc laptop,Sạc laptop,0.2355441004037857,True,1.8718021769015913,2,Sạc laptop,0.2355441004037857,True,1.8718021769015913,2
"Chai xịt diệt muỗi và côn trùng Jumbo Vape Fik, hương lavender 600ml",Thuốc diệt muỗi,Xịt muỗi,0.33635151386260986,False,2.639057329615259,2,Xịt muỗi,0.3363508880138397,False,2.639057329615259,2
"Bút xóa kéo Plus Whiper V 5mm x 10m, màu xanh dương, xóa nhanh, sạch",Bút xóa,Bút xóa kéo,0.3836817145347595,False,2.70805020110221,3,Bút xóa kéo,0.3836817145347595,False,2.70805020110221,3
"Tệp 100 tờ giấy ghi chú Pronoti 76x76mm, màu vàng, giấy note, sticky note",Giấy ghi chú,Pronoti,0.849024772644043,False,2.70805020110221,1,Pronoti,0.8490260243415833,False,2.70805020110221,1
"Ghế massage toàn thân Kingsport G82, da PU cao cấp, massage không trọng lực, nhiệt hồng ngoại",Ghế massage,Ghế massage,0.15214304625988007,True,1.9459101490553135,2,Ghế massage,0.15214304625988007,True,1.9459101490553135,2
"Chảo chống dính sâu lòng Tefal Day By Day 28cm G1436606, dùng được bếp từ",Chảo chống dính,Chảo chống dính,0.20144341886043549,True,2.70805020110221,3,Chảo chống dính,0.20144341886043549,True,2.70805020110221,3
"Dao bếp trưởng ZWILLING J.A. Henckels Twin Fin II 8-inch, dao chef, thép không gỉ",Dao bếp,Dao bếp,0.2551690936088562,True,2.772588722239781,2,Dao bếp,0.2551690936088562,True,2.772588722239781,2
"Set 10 bao lì xì Tết Giáp Thìn 2024, giấy mỹ thuật, mẫu thiết kế độc quyền",Bao lì xì,Thiết kế độc quyền,0.5581783652305603,False,2.5649493574615367,4,Thiết kế độc quyền,0.5581787824630737,False,2.5649493574615367,4
"Máy tính học sinh Casio FX-580VN X, được mang vào phòng thi, hàng chính hãng",máy tính học sinh,máy tính học sinh,0.3259775936603546,True,2.639057329615259,4,máy tính học sinh,0.3259775936603546,True,2.639057329615259,4
"Băng vệ sinh Kotex Pro siêu mỏng cánh 20 miếng, chống tràn, bề mặt cotton",Băng vệ sinh,Kotex,0.3295370638370514,False,2.70805020110221,1,Kotex,0.3295387625694275,False,2.70805020110221,1
"Áo điều hòa Nhật Bản AZUKI pin 26.000mAh, quạt không chổi than 15V, áo chống nắng có quạt",Áo điều hòa,Áo điều hòa,0.41940268874168396,True,2.639057329615259,3,Áo điều hòa,0.41940268874168396,True,2.639057329615259,3
"Gối cao su non thiên nhiên Liên Á Contour, gối chống đau vai gáy, vỏ gối thun",Gối,Gối cao su,0.1784876585006714,False,2.772588722239781,3,Gối cao su,0.1784876585006714,False,2.772588722239781,3
"Nệm lò xo túi Vạn Thành Comfy, 1m6x2m dày 25cm, đệm lò xo độc lập",Nệm,Nệm,0.1187223345041275,True,0.916290731874155,1,Nệm,0.1187223345041275,True,0.916290731874155,1
"Nước súc miệng Listerine Cool Mint 750ml, sạch khuẩn, hơi thở thơm mát",Nước súc miệng,Nước súc miệng,0.5174834728240967,True,1.9459101490553135,3,Nước súc miệng,0.5174834728240967,True,1.9459101490553135,3
